.	020000000755	1000	1000	64	36207645	4096	1785360688	
..2026_07_29_21_31_28.1538729747	020000000755	1000	1000	64	36207669	4096	1785360688	
..2026_07_29_21_31_28.1538729747/added.conf	0644	1000	1000	64	36207675	6	1785360688	
..2026_07_29_21_31_28.1538729747/config	020000000755	1000	1000	64	36207677	4096	1785360688	
..2026_07_29_21_31_28.1538729747/config/app.conf	0600	1000	1000	64	36207679	10	1785360688	
..2026_07_29_21_31_28.1538729747/tls	020000000755	1000	1000	64	36207671	4096	1785360688	
..2026_07_29_21_31_28.1538729747/tls/cert.pem	0400	1000	1000	64	36207673	15	1785360688	
..data	01000000777	1000	1000	64	36207681	32	1785360688	..2026_07_29_21_31_28.1538729747
added.conf	01000000777	1000	1000	64	36207659	17	1785360688	..data/added.conf
config	01000000777	1000	1000	64	36207663	13	1785360688	..data/config
tls	01000000777	1000	1000	64	36207665	10	1785360688	..data/tls
