results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0	40755	1000	1000	64	36207671	4096	1785360689.237513746	1785360689.237513746
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0/config	40755	1000	1000	64	36207673	4096	1785360689.233513666	1785360689.233513666
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0/tls	40755	1000	1000	64	36207675	4096	1785360689.235513706	1785360689.235513706
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0/config/app.conf	100644	1000	1000	64	36207677	10	1785360689.234955478	1785360689.235039648
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0/tls/cert.pem	100400	1000	1000	64	36207679	15	1785360689.236977945	1785360689.237060234
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v0/retired.conf	100644	1000	1000	64	36207693	8	1785360689.238513765	1785360689.238823102
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1	40755	1000	1000	64	36207695	4096	1785360689.250514003	1785360689.250514003
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1/config	40755	1000	1000	64	36207697	4096	1785360689.246513924	1785360689.246513924
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1/tls	40755	1000	1000	64	36207699	4096	1785360689.248513963	1785360689.248513963
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1/config/app.conf	100600	1000	1000	64	36207701	10	1785360689.247477603	1785360689.247583603
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1/tls/cert.pem	100400	1000	1000	64	36207703	15	1785360689.249517278	1785360689.249620461
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-02/namei-ext/lower/v1/added.conf	100644	1000	1000	64	36207705	6	1785360689.251244129	1785360689.251344131
