results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0	40755	1000	1000	64	36207833	4096	1785360694.558619042	1785360694.558619042
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0/config	40755	1000	1000	64	36207835	4096	1785360694.553618943	1785360694.553618943
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0/tls	40755	1000	1000	64	36207837	4096	1785360694.556619003	1785360694.556619003
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0/config/app.conf	100644	1000	1000	64	36207839	10	1785360694.554618963	1785360694.555037762
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0/tls/cert.pem	100400	1000	1000	64	36207841	15	1785360694.557487680	1785360694.557592726
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v0/retired.conf	100644	1000	1000	64	36207855	8	1785360694.559594547	1785360694.559619062
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1	40755	1000	1000	64	36207857	4096	1785360694.574619359	1785360694.574619359
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1/config	40755	1000	1000	64	36207859	4096	1785360694.570619280	1785360694.570619280
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1/tls	40755	1000	1000	64	36207861	4096	1785360694.572619319	1785360694.572619319
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1/config/app.conf	100600	1000	1000	64	36207863	10	1785360694.571398887	1785360694.571498232
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1/tls/cert.pem	100400	1000	1000	64	36207865	15	1785360694.573619339	1785360694.573904959
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-03/namei-ext/lower/v1/added.conf	100644	1000	1000	64	36207867	6	1785360694.575619379	1785360694.576175079
