type,workers,stock_median_ops_s,unattached_median_ops_s,unattached_over_stock_median,unattached_over_stock_ci_low,unattached_over_stock_ci_high,verdict
MRPL,1,2426690.6268485,2416122.3099605003,1.0008948270230213,0.9920910517678868,1.003569525793546,supported
MRPL,2,4801144.913066,4823899.683132499,1.008345762973725,0.9949609676932256,1.017866142199338,supported
MRPL,4,9624102.369123,9638688.2389015,1.0007093484046938,0.9918429359437617,1.0139333380294375,supported
