results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0	40755	1000	1000	64	36207509	4096	1785360684.093411953	1785360684.093411953
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0/config	40755	1000	1000	64	36207511	4096	1785360684.089411874	1785360684.089411874
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0/tls	40755	1000	1000	64	36207513	4096	1785360684.091411914	1785360684.091411914
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0/config/app.conf	100644	1000	1000	64	36207515	10	1785360684.090429540	1785360684.090536658
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0/tls/cert.pem	100400	1000	1000	64	36207517	15	1785360684.092450464	1785360684.092552811
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v0/retired.conf	100644	1000	1000	64	36207531	8	1785360684.094157211	1785360684.094257794
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1	40755	1000	1000	64	36207533	4096	1785360684.106412210	1785360684.106412210
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1/config	40755	1000	1000	64	36207535	4096	1785360684.102412131	1785360684.102412131
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1/tls	40755	1000	1000	64	36207537	4096	1785360684.104412171	1785360684.104412171
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1/config/app.conf	100600	1000	1000	64	36207539	10	1785360684.103900157	1785360684.104003936
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1/tls/cert.pem	100400	1000	1000	64	36207541	15	1785360684.105922411	1785360684.106028198
results/experiments/kubernetes-configmap-publication-rq1/20260729T-kubernetes-configmap-publication-rq1-01/boots/repetition-01/namei-ext/lower/v1/added.conf	100644	1000	1000	64	36207543	6	1785360684.107412230	1785360684.107850699
